xp	virus	lineage	treatment	material	temperature	humidity	cell	time	dilution	replicate	replicate_titration	virus_detect	plate	well_row	well_col	comment	sample_id	CT	quantity_per_ml	lineage_name	experiment_id	material_id	cell_id	pre_spray	titration_run_id	run_id	log10_ct_rel_t0	log10_copies_rel_t0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	0	1	1	1	PLATE 4	A	5	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	-1	1	1	1	PLATE 4	B	5	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	-2	1	1	1	PLATE 4	C	5	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	-7	1	1	0	PLATE 4	H	5	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	-6	1	1	0	PLATE 4	G	5	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	-3	1	1	0	PLATE 4	D	5	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	-4	1	1	0	PLATE 4	E	5	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	-5	1	1	0	PLATE 4	F	5	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	0	1	1	1	PLATE 4	A	6	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	-1	1	1	1	PLATE 4	B	6	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	-2	1	1	0	PLATE 4	C	6	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	-3	1	1	0	PLATE 4	D	6	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	-4	1	1	0	PLATE 4	E	6	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	-5	1	1	0	PLATE 4	F	6	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	-7	1	1	0	PLATE 4	H	6	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	-6	1	1	0	PLATE 4	G	6	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	-1	1	1	1	PLATE 4	B	7	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	0	1	1	1	PLATE 4	A	7	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	-2	1	1	0	PLATE 4	C	7	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	-3	1	1	0	PLATE 4	D	7	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
2021-04-23	SARS-CoV-2	B.1	NA	Aerosols	21-23	65	Vero-TMPRSSII-RML	0	-4	1	1	0	PLATE 4	E	7	temperature in Celsius, huminity in relative humidity, time in hours, log10 dilution factor	1	25.8442459106445	25672.9096230469	B.1	1	1	1	FALSE	1	1	0	0
